concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
298,Hypothyroidism,ready for review,,2024-08-09,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""hypothyroidism"" (except for ""subclinical hypothyroidism; See below), regardless of cause
2. Any asssertion of abnormally low blood levels of free thyroxine (T4) or ""thyroid hormone"" generally, regardless of the presence or severity of resulting signs or symptoms.
3. ""Congenital iodine deficiency syndrome"" (formerly known as ""endemic cretinism""), since such cases generally involve hypothyroidism.
4. ""Myxedema coma"", which describes a phenomenon specific to severe hypothyroidism.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. ""Subclinical hypothyroidism"", which is used to describe a higher-than-normal blood level of thyroid stimulating hormone (TSH), but a normal blood level of free T4.
2. Thyroiditis, including Hashimoto's thyroiditis, without an assertion of hypothyroidism.
3. Sheehan syndrome and ""empty sella syndrome"", both of which may cause hypopituitarism and in some hypothyroidism, but not always.
4. Iodine deficiency, either without further specification or with specification of a goiter, since such cases do not always involve hypothyroidism.
5. Thyroid atrophy, since that may not always involve hypothyroidism.
6. ""Myxedema"" without further specification, since some forms of myxedema can occur in hyperthyroidism as well as hypothyroidism.","Candidate codes were identified for review based on ""contains"" searches for
1. thyro
2. iodin
3. myxedem

And ICD-10-CM code ranges: E00*, E03*",40930008,Hypothyroidism (disorder),1,http://snomed.info/sct/731000124108/version/20240301
299,Intracranial Hemorrhage,ready for review,,2024-08-21,,condition,Tuva-developed,,"Included:
1. Any disorder involving bleeding inside the cranium, including epidural, subdural, subarachnoid, intracerebral, and intraventricular hemorrhage.
2. Indications of prior intracranial hemorrhage, including references to ""sequelae"" of same.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Dissection of an intracranial artery since, without assertion of hemorrhage, this may involve partial disruption of the arterial wall without actual extravasation of blood.
2. Contusion of the brain since, while this is generally associated with ""microhemorrhages"", this condition is generally considered distinct from hemorrhages of the brain.
3. Laceration of the brain, since this does not necessarily imply significant bleeding.","Candidate codes were identified for review based on ""contains"" searches for
1. (crani OR epidur OR subarach OR subdur OR cereb OR ventric OR brain) AND
(hemorrh OR hematom OR bleed)


And ICD-10-CM code ranges: I60*, I61*, I62*, I69.0*, I69.1*, I69.2*, P10, P52, S06.3*, S06.4*, S06.5*, S06.6*",1386000,Intracranial hemorrhage (disorder),1,http://snomed.info/sct/731000124108/version/20240301
300,"Macular Degeneration, Age-Related",ready for review,,2024-08-22,,condition,Tuva-developed,,"Included:
1. Age-related macular degeneration (AMD) of any type or stage

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Macular degeneration not specified as age-related.  Note that this excludes an ICD-10-CM code (H35.30) that is used for cases of AMD that aren't classifiable as exudative or non-exudative, so if an analysis requires high sensitivity, and the potential for reduced specificity as acceptable, the analysis could search for that code in addition to those that have been included in this value set.
2. The finding of macular drusen without an assertion of AMD.
3. Cystoid macular degeneration or degenerative myopia, which are distinct conditions from AMD.","Candidate codes were identified for review based on ""contains"" searches for
1.macul AND degen


And ICD-10-CM code ranges: H35.3*",267718000,Age-related macular degeneration (disorder),1,http://snomed.info/sct/731000124108/version/20240301
301,Melanoma,ready for review,,2024-08-22,,condition,Tuva-developed,,"Included:
1. Melanoma of any type or stage, including both invasive and in situ melanomas.
2. Personal history of melanoma","Candidate codes were identified for review based on ""contains"" searches for
1. melanoma
2. lentigo
3. spitz


And ICD-10-CM code ranges: C43, D03*",,,,
302,Menopause or ovarian failure,ready for review,,2024-08-26,,condition,Tuva-developed,,"The intent of this concept is to capture states in which a person of female sex experiences permanent cessation of menstruation and a drop in blood estrogen levels below those seen during the years when menstruation occurs--Commonly known as ""menopause"".  This is of clinical significance because of its many potential impacts on a person's physiology and health.

This most often occurs through the process of ""natural menopause"", which typically occurs after age 45, but also includes ""early menopause"" (generally defined as menopause occurring between 45 and 45 years of age) and ""primary ovarian insufficiency"" (aka ""primary ovarian failure"", generally defined as menopause occurring prior to 40 years of age).  Also, loss of functioning ovarian tissue due to destruction or removal of the ovaries (e.g. from surgery or a disease process) has very similar physiologic characteristics and is thus included in the scope of this concept.

""Perimenopause"" describes a gradual transition between regular menstrual cycles and menopause, and generally extends over several years.  Symptoms typical for perimenopause (e.g. vasomotor symptoms) may persist during menopause.

Included:
1. Any assertion of menopause or that patient is ""postmenopausal""
2. Any assertion of ovarian ""failure"" or ""insufficiency""
 

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Perimenopause.
2. Ovarian atrophy or injury without assertion of ovarian failure
3. Unspecified ovarian ""dysfunction"".
4. Symptoms typical for menopause or perimenopause
5. Congenital absence of ovary
6. Acquired absence of ovary, unless specified as bilateral and occurring after menarche","Candidate codes were identified for review based on ""contains"" searches for
1. menop
2. ovar
3. climact

And ICD-10-CM code ranges: E28.3*, N95*",,,,
303,Myasthenia Gravis,ready for review,,2024-08-26,,condition,Tuva-developed,,"Included:
1. Myasthenia gravis (MG) of any type or antibody status
 

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Myasthenia other than MG (""myasthenia"" simply means ""muscle weakness"", and other conditions exist, e.g. ""congenital myasthenia syndromes"", that are pathophysiologically distinct from MG.","Candidate codes were identified for review based on ""contains"" searches for
1. myasth

And ICD-10-CM code ranges: G70*",91637004,Myasthenia gravis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
304,Neonatal hyperbilirubinemia,ready for review,,2024-08-26,,condition,Tuva-developed,,"Included:
1. Any assertion of hyperbilirubinemia or ""jaundice"" occurring the neonatal period.  Note that, while the term ""jaundice"" refers to a yellowish discoloration of the skin and/or eyes and, strictly interpreted, does necessarily imply the presence of hyperbilirubinemia, it is commonly used to describe clinical situations in which hyperbilirubinemia has been confirmed by laboratory measurement.
2. Any assertion of kernicterus, which is a complication of neonatal hyperbilirubinemia.
 

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Hemolysis during the neonatal period.  While this is one potential cause of neonatal hyperbilirubinemia, in mild cases it may not result in hyperbilirubinemia.","Candidate codes were identified for review based on ""contains"" searches for
1. hyperbili
2. bilirub
3. jaundic
4. kernict

And ICD-10-CM code ranges: P57*, P58*, P59*",281610001,Neonatal hyperbilirubinemia (disorder),1,http://snomed.info/sct/731000124108/version/20240301
305,Obstructive sleep apnea,ready for review,,2024-08-26,,condition,Tuva-developed,,"Included:
1. Any assertion of obstructive sleep apnea or mixed obstructive-central sleep apnea.
 

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Non-obstructive forms of sleep apnea, e.g. central sleep apnea
2. Assertions of sleep apnea or sleep apnea or sleep-disordered breathing without mention of an obstructive component.","Candidate codes were identified for review based on ""contains"" searches for
1. apnea
2. sleep AND breath
3. cpap
4. positive airway pressure

And ICD-10-CM code ranges: G47.3*, P28*",78275009,Obstructive sleep apnea syndrome (disorder),1,http://snomed.info/sct/731000124108/version/20240301
306,Osteomyelitis,ready for review,,2024-08-26,,condition,Tuva-developed,,"Included:
1. Osteomyelitis of any location or causative organism.
 

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Bone graft infection, since that may refer to infections involving the tissue surrounding a bone graft rather than the bone of the graft itself.","Candidate codes were identified for review based on ""contains"" searches for
1. osteomyel
2. bone AND infect

And ICD-10-CM code ranges: M86*",60168000,Osteomyelitis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
307,Ovarian cancer,ready for review,,2024-08-26,,condition,Tuva-developed,,"The intent of this concept is to capture cases of primary malignant neoplasm of the ovary(ies), as opposed to malignant neoplasms that arise in another anatomic structure and metastasize to the ovary.  The latter is not common, however, and it is overwhelmingly likely that assertions of ""ovarian cancer"" or ""malignancy of ovary"", without specification as to whether the cancer is primary or not, refer to primary malignancies.

Included:
1. Primary malignant neoplasm of the ovary
2. Carcinoma in situ of the ovary
3. Assertions of malignant neoplasm of ovary without assertions as to whether primary or secondary
4. Personal history of any of the above

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Malignant neoplasm of ovary specified as secondary (i.e. cancer that has metastasized TO the ovary)
2. Neoplasms of ovary that are not specified as malignant, including neoplasms of ""uncertain behavior"".","Candidate codes were identified for review based on ""contains"" searches for
1. ovar
2. teratoma
3. germinoma
4. germ cell
5. yolk sac
6. sex cord
7. thecoma
8. sertoli
9. leydig
10. granulosa

And ICD-10-CM code ranges: C56*",93934004,Primary malignant neoplasm of ovary (disorder),1,http://snomed.info/sct/731000124108/version/20240301
